is_retweet	time	lang	retweet_count	favorite_count	longitude	latitude	handle	source_url	text	original_author	place_full_name
0	2016-09-09 02:45:20	en	10433.0	18712.0			HillaryClinton	http://twitter.com	The next time Trump throws a tantrum, picture him in the Situation Room making life-or-death decisions for us. https://t.co/YjyAe2IMzr		
0	2016-09-09 02:00:32	en	10735.0	27943.0			realDonaldTrump	http://twitter.com/download/iphone	Final poll results from NBC on last nights Commander-in-Chief Forum. Thank you! #ImWithYou #MAGA https://t.co/C5ipaxUN7B		
0	2016-09-09 01:49:45	en	4297.0	10138.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	The most important quality in a president and Commander-in-Chief is steadiness—an absolute, rock solid steadiness. https://t.co/QwQBzZc0xb		
0	2016-09-09 01:03:06	en	1197.0	3159.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Unlike Trump's, this plan to defeat ISIS isn’t a “secret.” https://t.co/vJq6LUMuPW		
0	2016-09-09 00:39:36	en	15285.0	44543.0			realDonaldTrump	http://twitter.com/#!/download/ipad	It wasn't Matt Lauer that hurt Hillary last night. It was her very dumb answer about emails &amp; the veteran who said she should be in jail.		
0	2016-09-08 23:56:22	en	10513.0	26036.0			realDonaldTrump	http://twitter.com/download/iphone	More poll results from last nights Commander-in-Chief Forum.  #AmericaFirst #TrumpTrain https://t.co/FxyBL6fO1h		
0	2016-09-08 23:29:24	en	2851.0	9909.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	We need a president who will do justice, love kindness, and walk humbly. https://t.co/m1814vekWO		
0	2016-09-08 23:27:18	en	2199.0	7806.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	We need a president who understands that none of us has all the answers and no one person can fix our problems alone.		
0	2016-09-08 23:26:13	en	1642.0	5680.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"""Everyone here...has stumbled on their own stony roads. It’s grace that lifts us up, grace that leads us home.” —Hillary to the @nbcusa_inc"		
0	2016-09-08 23:23:47	en	1607.0	5470.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"""Humility is not something you hear much about in politics, is it? But we should. None of us is perfect."" —Hillary"		
0	2016-09-08 23:18:59	en	4261.0	11941.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Do all the good you can, for all the people you can, in all the ways you can, for as long as you can. https://t.co/d0KRFBYW98		
0	2016-09-08 23:17:35	en	1772.0	4369.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	This election is too important for anyone to sit on the sidelines.  Make sure your friends are registered to vote. https://t.co/tTgeqy51PU		
0	2016-09-08 23:14:07	en	1515.0	4845.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Let's beat back the assault on voting rights—a blast from the Jim Crow past that must be stopped.  We should expand voting rights instead.		
0	2016-09-08 23:12:48	en	1901.0	6112.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Every child should be able to live up to their God-given potential, no matter where they come from, what they look like, or who they love.		
0	2016-09-08 23:10:30	en	983.0	2811.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Together, we’ll face head-on the reality of systemic racism and work to reform our criminal justice system. https://t.co/ZdPJoscLBX		
0	2016-09-08 23:09:18	en	1334.0	4790.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Rosa Parks opened up every seat on the bus—now it’s our job to create more good jobs so everyone can afford the fare.		
0	2016-09-08 23:08:27	en	1529.0	3718.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	None of us can sit back while the epidemic of gun violence ravages our country. https://t.co/PSLPh3Ihnt		
0	2016-09-08 23:07:22	en	1264.0	4585.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	We have to work together to make sure every child has clean water to drink and air to breathe and good schools, no matter their zip code.		
0	2016-09-08 23:05:06	en	823.0	3046.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"""Thank you for loving all people, especially 'the least, the last, and the lost' among us."" —Hillary to the @nbcusa_inc"		
0	2016-09-08 23:03:24	en	3996.0	10566.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Anyone who looks at the African American community and sees only poverty, crime, and despair is missing so much. https://t.co/qdx99XN9nG		
0	2016-09-08 23:00:58	en	386.0	1208.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Hillary’s talking to @nbcusa_inc about her faith live in Kansas City. Watch here: https://t.co/nhX3lDn3Eb		
1	2016-09-08 21:03:50	en	1289.0	3333.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	When it comes to mental health, help should be focused on treatment, not judgment. https://t.co/IG5sP5qpbG	timkaine	
0	2016-09-08 20:07:45	en	1335.0	2820.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	7 ways Donald Trump proved he’s not ready to be Commander-in-Chief (in less than 30 minutes): https://t.co/iwW6bqyxP5		
0	2016-09-08 19:52:32	en	15838.0	38028.0			realDonaldTrump	http://twitter.com/download/iphone	Last nights results - in poll taken by NBC. #AmericaFirst #ImWithYou https://t.co/sCOnny1fl3		
0	2016-09-08 19:03:53	en	672.0	1803.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Hillary chats favorite books, handling criticism, and life on the trail in episode 3 of With Her. Listen here 🎧 : https://t.co/3t2bb1d1mT		
1	2016-09-08 18:36:28	es	640.0	1261.0			HillaryClinton	http://twitter.com	Hillary cree que la verdadera fuerza se encuentra en lo que hacemos por los demás. Vea nuestro nuevo anuncio. https://t.co/nq5yLZIgUZ	Hillary_esp	
0	2016-09-08 18:17:01	en	5009.0	17285.0			realDonaldTrump	http://twitter.com/download/iphone	With Luis, Mexico and the United States would have made wonderful deals together - where both Mexico and the US would have benefitted.		
0	2016-09-08 18:16:25	en	4896.0	17623.0			realDonaldTrump	http://twitter.com/download/iphone	Mexico has lost a brilliant finance minister and wonderful man who I know is highly respected by President Peña Nieto.		
0	2016-09-08 18:07:19	en	6514.0	10752.0			HillaryClinton	http://twitter.com	At last night's forum, Trump disrespected our generals, our country, and women in the military—but he praised Putin. https://t.co/I08j5ap1DX		
0	2016-09-08 17:25:24	en	502.0	1450.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	We can build a future where we’re stronger together. That’s who we are as Americans. Text JOIN to 47246 to get involved.		
0	2016-09-08 17:18:57	en	1051.0	2995.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"""As your Commander-in-Chief, I will not trash our country’s most cherished values. I will defend them.” —Hillary"		
0	2016-09-08 17:15:07	en	686.0	1601.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	We’re going to guarantee equal pay for women. It is long overdue. https://t.co/BXLf58T6nE		
0	2016-09-08 17:11:53	en	609.0	1077.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	What’s the best way to stand up for voting rights? Get registered: https://t.co/tTgeqxNqYm		
0	2016-09-08 17:08:57	en	746.0	2422.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Hillary’s speaking in North Carolina on her vision to build an economy that works for everyone. Tune in: https://t.co/5VPr9qVgkv		
0	2016-09-08 16:25:36	en	10678.0	31255.0			realDonaldTrump	http://twitter.com/download/iphone	Hillary Clinton answered email questions differently last night than she has in the past. She is totally confused. Unfit to serve as #POTUS.		
1	2016-09-08 16:23:48	en	1112.0	1818.0			HillaryClinton	http://twitter.com	Hillary Clinton is supporting a bill that would protect benefits for former coal miners https://t.co/4gLC6U1swR https://t.co/ZCahhAvT9Q	businessinsider	
0	2016-09-08 16:05:51	en	1485.0	3461.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Before Hillary, the last Democrat the @DallasNews endorsed was FDR: https://t.co/4Phexk1OOG		
1	2016-09-08 15:22:25	en	488.0	1098.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	The House should reject H.R. 5424, which rolls back important rules on Wall Street money managers and puts workers’ retirements at risk.	mikereedschmidt	
0	2016-09-08 15:17:47	en	11264.0	35998.0			realDonaldTrump	http://twitter.com	Hillary just gave a disastrous news conference on the tarmac to make up for poor performance last night. She's being decimated by the media!		
1	2016-09-08 15:09:13	en	7178.0	17673.0			realDonaldTrump	http://twitter.com	Last nights winner was clear &amp; it will be proven time &amp; time again - lets #MAGA!! Lets WIN!! #TrumpTrain https://t.co/sGqp9rGmBH	DanScavino	
1	2016-09-08 14:53:37	en	1670.0	1899.0			HillaryClinton	http://twitter.com	"Donald Trump ""absolutely"" stands behind his horrible 2013 tweet about sexual assault in the military https://t.co/c7mAsS1a06"	nowthisnews	
0	2016-09-08 14:38:04	en	6907.0	17044.0			HillaryClinton	http://twitter.com	Last night, Trump chose to talk about his deep admiration and support for Putin.  Maybe he did it with a smile. https://t.co/IjcqT5Z4KZ		
0	2016-09-08 14:28:09	en	5281.0	8978.0			HillaryClinton	http://twitter.com	The next time Donald Trump throws a temper tantrum, imagine if he had the nuclear codes. https://t.co/m11adVj9v8		
0	2016-09-08 14:02:54	en	2336.0	7480.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	“I love this country. I will serve it with my entire heart, mind, and soul.” —Hillary on the tarmac to reporters		
0	2016-09-08 12:10:13	en	8941.0	29965.0			realDonaldTrump	http://twitter.com/download/android	"""A rough night for Hillary Clinton""  ABC News."		
0	2016-09-08 12:09:47	en	2851.0	8386.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	There's only one candidate in this election who's ready to be America's Commander-in-Chief. https://t.co/NarHADLKi2		
0	2016-09-08 10:52:27	en	5212.0	22331.0			realDonaldTrump	http://twitter.com/download/android	Wow, reviews are in - THANK YOU!		
0	2016-09-08 10:43:12	en	2326.0	10877.0			realDonaldTrump	http://twitter.com/download/android	COMING UP @GenFlynn @newtgingrich on @foxandfriends		
0	2016-09-08 10:39:04	en	3929.0	16814.0			realDonaldTrump	http://twitter.com/download/android	Thank you to @foxandfriends for the nice reviews of last night.		
0	2016-09-08 09:59:36	en	9687.0	23543.0			realDonaldTrump	http://twitter.com/download/iphone	Thank you America - great #CommanderInChiefForum polls! https://t.co/Rcu6KaRGCB		
0	2016-09-08 04:02:15	en	9500.0	37224.0			realDonaldTrump	http://twitter.com/download/android	Thank you to our fantastic veterans. The reviews and polls from almost everyone of my Commander-in-Chief presentation were great. Nice!		
0	2016-09-08 03:40:58	en	1821.0	3755.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Imagine this man in charge of our men and women in uniform. https://t.co/IyZ3kBGBzm		
1	2016-09-08 02:48:25	en	3140.0	3842.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"Trump to Matt Lauer on Iraq: ""I was totally against the war."" Here's proof Trump is lying: https://t.co/6ZhgJMUhs3 https://t.co/PJXG20q9LJ"	voxdotcom	
0	2016-09-08 01:40:44	en	13354.0	35941.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Actually, that’s just what taking the office of President seriously looks like. https://t.co/Pyn92mesom		
1	2016-09-08 01:29:17	en	8082.0	10884.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Trump's unpresidential trifecta tonight: 1. Attack our generals 2. Praise Putin 3. Blame women in combat for sexual assault #NBCNewsForum	brianefallon	
1	2016-09-08 01:25:41	en	1864.0	2700.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Trump tried to prove he'd be fit to serve as president...by comparing @POTUS unfavorably to Putin. #NBCNewsForum https://t.co/zCZ0NfYcTT	TheBriefing2016	
1	2016-09-08 01:19:37	en	6667.0	10234.0			HillaryClinton	http://twitter.com	I really can't believe I just saw a Republican nominee for president heap praise on a thuggish Russian leader while denigrating our military	morningmoneyben	
0	2016-09-08 01:13:11	en	3058.0	6320.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Donald Trump is unqualified and totally unfit to be Commander-in-Chief.  You can stop him. Register to vote today: https://t.co/tTgeqxNqYm		
0	2016-09-08 01:07:50	en	1321.0	4950.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Text QUALIFIED to 47246 if you agree there was only one candidate tonight who showed she's ready to be the next president.		
0	2016-09-08 00:59:10	en	1059.0	2772.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Donald Trump could be our next Commander-in-Chief.  Chip in to make sure it never happens: https://t.co/GbWxtTLvDe #NBCNewsForum		
0	2016-09-08 00:53:02	en	6982.0	8468.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"""It is a correct tweet."" —Donald Trump, just now #NBCNewsForum  https://t.co/EyNuOmY8oF"		
1	2016-09-08 00:50:57	en	858.0	1615.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Donald Trump's super secret plan to fight ISIS is still a super secret. #NBCNewsForum  https://t.co/SBbCVgeaQD	TheBriefing2016	
1	2016-09-08 00:49:45	en	4156.0	8944.0			HillaryClinton	http://twitter.com	A man who talks about our veterans and military families like this doesn't deserve to be Commander-in-Chief. https://t.co/4s6SvAAyNA	HillaryClinton	
0	2016-09-08 00:48:33	en	3915.0	6082.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	The worst part is, this isn’t the first time Donald Trump has praised Russia and Putin. #NBCNewsForum https://t.co/N6ySNILYMx		
1	2016-09-08 00:44:05	es	505.0	1143.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	No todas las heridas son visibles. Los veteranos merecen el mejor cuidado de salud mental disponible. #NBCNewsForum https://t.co/fMb7IHyFiC	Hillary_esp	
0	2016-09-08 00:41:50	en	1983.0	3612.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	“I have a very good brain.” —Donald Trump on his foreign policy advisors  (Himself.) https://t.co/48MePwjHh9		
1	2016-09-08 00:37:41	en	1512.0	1799.0			HillaryClinton	http://twitter.com	In 2002, Donald Trump said he supported invading Iraq https://t.co/B3071OFSQy https://t.co/On1ZfL88eC	BuzzFeed	
0	2016-09-08 00:31:54	en	1119.0	3512.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Tonight, Trump is going to try and claim he's ready to be Commander-in-Chief. The facts say otherwise.   Follow @TheBriefing2016 to see why.		
0	2016-09-08 00:30:35	en	3460.0	9276.0			HillaryClinton	http://twitter.com	Not every wound can be seen. Our veterans deserve the best mental health services we can give. #NBCNewsForum https://t.co/vHoPy09BvC		
1	2016-09-08 00:26:51	en	753.0	1476.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Unlike her opponent, Hillary's plan to defeat ISIS is not a secret. #NBCNewsForum https://t.co/oD3OtTss9z	TheBriefing2016	
0	2016-09-08 00:25:05	en	1284.0	3868.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	We need to do everything we can to remove barriers to the health care our veterans need—whether physical or mental. #NBCNewsForum		
0	2016-09-08 00:22:44	en	970.0	2405.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"""I will not let the VA be privatized."" —Hillary https://t.co/FRkf6AnS2f #NBCNewsForum"		
0	2016-09-08 00:16:16	en	1366.0	2909.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Hillary has spent decades fighting for veterans, members of the military, and their families. https://t.co/GJ0NmH6hYn #NBCNewsForum		
0	2016-09-08 00:12:28	en	1131.0	3136.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Our next Commander-in-Chief needs to have the steadiness, strength, and judgment to make life and death decisions. https://t.co/UV6XBW7GCM		
0	2016-09-08 00:03:45	en	2188.0	6667.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	It takes experience, toughness, and a steady temperament to be our Commander-in-Chief. #NBCNewsForum https://t.co/d5m0pXRMQG		
0	2016-09-07 23:55:40	en	2253.0	5053.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Donald Trump has proven over and over again that he's unfit to be our Commander-in-Chief. https://t.co/uLoHJdzXte		
1	2016-09-07 23:44:02	en	2895.0	6212.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	A person who trash talks our own military should never set foot in the Oval Office. https://t.co/h04p4QF1xz	timkaine	
1	2016-09-07 23:35:52	en	420.0	1154.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"""We must be a force for unity in America, for a vision that includes all of us."" —Gen. John Allen at the DNC https://t.co/AyI3H0mrdd"	HFA	
1	2016-09-07 23:12:21	en	1794.0	2190.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Trump's pay-to-play scandal revolves around the Trump U scam which preyed on people like this military family. https://t.co/LvUwpPsDOr	TheBriefing2016	
0	2016-09-07 22:57:46	en	1135.0	2324.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Tonight, Americans will hear what Trump would do as Commander-in-Chief.  Here are 5 reasons he's unfit for the job: https://t.co/1SfNIW8Y3Q		
0	2016-09-07 22:24:21	en	4461.0	8273.0			HillaryClinton	http://twitter.com	A man you can bait with a tweet is not a man we can trust with nuclear weapons. https://t.co/qZ3Z10cqKN		
0	2016-09-07 22:07:20	en	8382.0	22041.0			realDonaldTrump	http://twitter.com/download/iphone	Thank you Peter - if elected, I will think big for our country &amp; never let the American people down! #AmericaFirst https://t.co/6Nwu7EMJ9d		
1	2016-09-07 21:16:00	en	4940.0	6341.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	RT if you believe Donald Trump's actions speak louder than his empty words. https://t.co/VcLIIDNQdJ	timkaine	
0	2016-09-07 21:00:45	en	4156.0	8944.0			HillaryClinton	http://twitter.com	A man who talks about our veterans and military families like this doesn't deserve to be Commander-in-Chief. https://t.co/4s6SvAAyNA		
0	2016-09-07 20:23:56	en	7075.0	22533.0			realDonaldTrump	http://twitter.com/download/iphone	Wow - thank you Pensacola, FL. See you Friday at 7pm -- join me! https://t.co/JCO7Za78tV https://t.co/LYmpRyY0Hq		
0	2016-09-07 20:18:47	en	3516.0	8254.0			HillaryClinton	http://twitter.com	The U.S. presidency isn't an entry-level job.  How Hillary's time as our secretary of state shows she's ready: https://t.co/6akMEX6pRs		
0	2016-09-07 19:16:09	en	2099.0	3590.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Did Trump use his charitable foundation to prevent a state attorney general from investigating his fraud? https://t.co/MZdZDzimY4		
0	2016-09-07 18:12:26	und	9149.0	27548.0			realDonaldTrump	http://twitter.com/download/iphone	#AmericaFirst! https://t.co/fQGxwAjXD7		
0	2016-09-07 17:52:32	en	1369.0	3435.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	.@POTUS, @madeleine, and Leon Panetta agree: Hillary's one of the best secretaries of state we've had. https://t.co/UV6XBW7GCM		
1	2016-09-07 17:27:29	en	294.0	714.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	1. Download our app 2. Complete daily challenges 3. Elect the next president  https://t.co/neivbRsKF8	HFA	
0	2016-09-07 17:09:07	en	1845.0	4381.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	We can't afford a president who would sabotage our efforts to fight climate change. https://t.co/bvya51W44z		
1	2016-09-07 16:34:35	es	618.0	1187.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"""Hillary tiene la experiencia y confío en ella...Para mí, primero país""— exsecretario republicano de Comercio. https://t.co/9m1Qr1Lxd1"	Hillary_esp	
0	2016-09-07 16:01:29	en	2043.0	3834.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"Donald Trump doesn't ""know why"" African Americans would be offended that he pushed the ""birther"" conspiracy: https://t.co/IY4xocgveh"		
0	2016-09-07 15:35:22	en	1706.0	4129.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	When our SEALs took out bin Laden, they brought the terrorists' families to safety first. That's American honor. https://t.co/QV5zDf2iAg		
0	2016-09-07 15:11:59	en	8618.0	22958.0			realDonaldTrump	http://twitter.com/download/iphone	Donald Trump leads Hillary Clinton by 19 points among military, veteran voters: poll' #AmericaFirst #MAGA https://t.co/5FmxGtLkwt		Philadelphia, PA
0	2016-09-07 14:42:58	en	2426.0	5249.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	The @DallasNews hasn't endorsed a Democrat for president since before WWII. Here's why it's endorsing Hillary: https://t.co/lMhufMDjFk		
0	2016-09-07 13:58:54	en	3384.0	6986.0			HillaryClinton	http://twitter.com	World leaders on why Hillary's tenure as secretary of state prepared her to be president: https://t.co/ROD8Jh50aV		
1	2016-09-07 11:52:44	en	4752.0	8149.0			HillaryClinton	http://twitter.com/download/iphone	We recommend @HillaryClinton for U.S. president https://t.co/eWtGJexQqz https://t.co/CazHEkM2pX	dallasnews	
0	2016-09-07 11:32:34	en	3345.0	7549.0			HillaryClinton	http://twitter.com	"""I know more about ISIS than the generals do."" —Donald Trump  No, you don't. https://t.co/6tFKlsqyyk"		
0	2016-09-07 04:22:37	en	5298.0	17312.0			realDonaldTrump	http://twitter.com/download/android	"""@adhd_fa:Kudos to @PARISDENNARD for standing up to CNN's attempt to bully you and shout you down for defending @realDonaldTrump #media bias"		
0	2016-09-07 02:53:28	en	2971.0	7180.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	If Donald Trump doesn't show all Americans the respect they deserve, he doesn't deserve to be their president. https://t.co/mDBewdAYLU		
0	2016-09-07 02:31:06	en	478.0	1484.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Enter to win a signed copy of Hillary and Tim's new book! https://t.co/j5hq0SqGlG		
0	2016-09-07 01:20:48	en	3096.0	13398.0			realDonaldTrump	http://twitter.com/download/iphone	I will be interviewed on @oreillyfactor tonight at 11pmE @FoxNews. Enjoy!		United States
0	2016-09-07 01:00:23	en	3859.0	7225.0			HillaryClinton	http://twitter.com	"""I think I've made a lot of sacrifices."" —Trump's response to the parents of Humayun Khan, who died serving in Iraq https://t.co/B3Av1YtocK"		
0	2016-09-07 00:32:58	en	6536.0	19531.0			realDonaldTrump	http://twitter.com/download/iphone	Thank you North Carolina- get out &amp; #VoteTrump on 11/8/2016! #MakeAmericaGreatAgain https://t.co/HX2LRYs4Vq		North Carolina, USA
0	2016-09-07 00:31:00	en	1750.0	4532.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	We should be helping more immigrant families stay together, not tearing them apart. https://t.co/BGU5uxx06g		
1	2016-09-07 00:02:25	en	859.0	1450.0			HillaryClinton	http://twitter.com/download/iphone	GOP cares more about defunding @PPFA and protecting the Confederate flag than protecting millions from Zika: https://t.co/89NlkqAERw	sarajacobs89	
0	2016-09-06 22:59:26	en	896.0	2399.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"""Clinton’s proposals would revolutionize how we treat young children in America.” https://t.co/vdJ9DuNINc"		
0	2016-09-06 22:09:01	en	6407.0	19108.0			realDonaldTrump	http://twitter.com/#!/download/ipad	Great meeting with military spouses in Virginia- joined by @IvankaTrump, @LaraLeaTrump, @GenFlynn &amp; @MayorRGiuliani. https://t.co/00GNH9nLet		Virginia Beach, VA
0	2016-09-06 21:52:17	en	3614.0	7717.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Donald Trump has a problem looking at someone different from himself and actually seeing them. https://t.co/LddoXYkBsf		
0	2016-09-06 20:02:26	en	8472.0	26346.0			realDonaldTrump	http://twitter.com/download/iphone	Thank you to all of our amazing military families, service members, and veterans. #ImWithYou https://t.co/RmQJt0Wxcq		
0	2016-09-06 19:58:33	en	2679.0	6023.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	We can take on the threat of climate change and make America a clean energy superpower.  Or, we can do nothing. https://t.co/JlYmN61epB		
0	2016-09-06 19:15:37	en	1238.0	2480.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Vote this year like your future depends on it—because it does: https://t.co/tTgeqxNqYm		
0	2016-09-06 19:12:10	en	1049.0	2617.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"""I call on all Republicans to put people before politics and finally vote on a clean funding bill to fight Zika right here in Florida."""		
0	2016-09-06 19:03:48	en	741.0	1465.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Donald Trump is totally unfit and unqualified to be president of the United States: https://t.co/Ozc1g9BJO0		
0	2016-09-06 18:58:45	en	966.0	2180.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Trump says he “knows more about ISIS than the generals do.”  Not only is that wrong, it's disrespectful to our men and women in uniform.		
0	2016-09-06 18:55:06	en	522.0	1112.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Right now, too many Americans are being held back by student debt.  We’ve got to fix that: https://t.co/ds1LK4CPxh		
0	2016-09-06 18:51:27	en	676.0	1342.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Anybody working full-time should not be living in poverty. It’s time to raise the minimum wage. https://t.co/o3fMNv77ai		
0	2016-09-06 18:47:22	en	752.0	1549.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"In America, we don't say, “I alone can fix it.”  We say, ""We'll fix it together.” https://t.co/rKkXeL6c5X"		
0	2016-09-06 18:43:24	en	586.0	1116.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	We’re going to make our economy grow, but we’re also going to make it fair. Here’s how: https://t.co/xIbkccCzWi		
0	2016-09-06 18:40:14	en	752.0	1830.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"""I want to be a president for all Americans, not just for some Americans; Democrats, Republicans, Independents."" —Hillary"		
0	2016-09-06 18:35:14	en	656.0	1149.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	The stakes in this campaign couldn’t be higher. Make sure you’re registered to vote: https://t.co/tTgeqxNqYm		
0	2016-09-06 18:31:03	en	735.0	2524.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	63 days left.  Watch live as Hillary hits the trail in Tampa → https://t.co/LZD1Asr7TS		
0	2016-09-06 17:57:59	en	4819.0	14298.0			realDonaldTrump	http://twitter.com/download/iphone	Join me in Pensacola, Florida this Friday at 7pm! #VoteTrump  https://t.co/L8Ui56dcrJ https://t.co/0ciDCuoFeO		
0	2016-09-06 17:08:51	en	12785.0	33970.0			realDonaldTrump	http://twitter.com/download/iphone	Thank you! #VoteTrump #ImWithYou https://t.co/SCEq9LqTTj		
0	2016-09-06 16:58:12	en	1061.0	2541.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Only one candidate in this race is standing up for working families. Take a look: https://t.co/24KUrmW0zH		
0	2016-09-06 15:33:41	en	1787.0	3808.0			HillaryClinton	http://twitter.com	Our veterans and military families deserve better. https://t.co/zhM6TSiSzc		
0	2016-09-06 15:31:09	en	14388.0	36990.0			realDonaldTrump	http://twitter.com	Mainstream media never covered Hillary’s massive “hacking” or coughing attack, yet it is #1 trending. What’s up?		
0	2016-09-06 13:05:12	en	6723.0	20412.0			realDonaldTrump	http://twitter.com/download/android	"""@Ler: Message for undecided voters: Please wake up and vote DonaldTrump now! Trump/Pence very important save our America before too late!"""		
0	2016-09-06 12:49:02	en	10859.0	28653.0			realDonaldTrump	http://twitter.com/download/iphone	Thank you! #AmericaFirst https://t.co/6v4C8ykDVl		
0	2016-09-06 12:48:02	en	5727.0	18968.0			realDonaldTrump	http://twitter.com/download/iphone	As a tribute to the late, great Phyllis Schlafly, I hope everybody can go out and get her latest book, THE CONSERVATIVE CASE FOR TRUMP.		
0	2016-09-06 12:07:05	en	4710.0	8400.0			HillaryClinton	http://twitter.com	Today, we'll hear Trump talk about our veterans.  Our new ad on what they've been hearing from Trump for months: https://t.co/nG2oTwOclR		
0	2016-09-06 11:12:11	en	11104.0	31681.0			realDonaldTrump	http://twitter.com/download/android	"China wouldn't provide a red carpet stairway from Air Force One and then Philippines President calls Obama ""the son of a whore."" Terrible!"		
0	2016-09-06 11:00:56	en	7113.0	26935.0			realDonaldTrump	http://twitter.com/download/android	The truly great Phyllis Schlafly, who honored me with her strong endorsement for president, has passed away at 92. She was very special!		
1	2016-09-06 03:36:22	en	3251.0	11643.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	Stronger together. https://t.co/6qmOJ39K56	timkaine	
0	2016-09-06 01:03:55	en	2880.0	6637.0			HillaryClinton	https://about.twitter.com/products/tweetdeck	"""The essence of his campaign is bigotry."" —@BernieSanders on Donald Trump in New Hampshire https://t.co/2eqNAvMvmv"		
